index,epsilon,pvalue,product,gene
HARS,-2.45745666667,0.0857405177629,-2.62164892631,HARS
NDUFV2,-1.21670333333,0.0066712298906,-2.64729592597,NDUFV2
DTYMK,-1.35442333333,0.0108913088448,-2.65862454991,DTYMK
VDAC2,-1.50669333333,0.017047518793,-2.66434431436,VDAC2
CTDP1,-1.79873333333,0.0329569207788,-2.66581880191,CTDP1
LARS,-1.57350333333,0.0179250029111,-2.74818771573,LARS
CDC7,-2.0235,0.0432278009148,-2.76053328082,CDC7
FNTA,-1.66233333333,0.0211420312829,-2.78416445059,FNTA
NDUFA2,-1.55546666667,0.0159362897005,-2.79612676501,NDUFA2
PPP1R10,-1.16314666667,0.00390598996524,-2.80116991646,PPP1R10
NDUFS5_P1,-1.50016666667,0.0134323203521,-2.80808541349,NDUFS5
TRIM24,-1.33846666667,0.00718523329832,-2.86908243836,TRIM24
SARS,-1.30986666667,0.00624236295681,-2.8877988346,SARS
HIF1AN,-0.9132,0.00057917625098,-2.95620122731,HIF1AN
GARS,-1.42133333333,0.00802301112948,-2.9786351164,GARS
GSTO1,-1.25828666667,0.00390598996524,-3.0302926174,GSTO1
CINP,-1.41278,0.00679653350954,-3.06250091876,CINP
DBF4,-1.79793333333,0.0188418051072,-3.10121474005,DBF4
PPP1R21,-2.12184333333,0.0324534713038,-3.15887058944,PPP1R21
OGFOD1,-1.7618,0.0141442446713,-3.25830857832,OGFOD1
NDUFA7,-2.49448333333,0.0478954868555,-3.29198314466,NDUFA7
PAPOLA,-0.989716666667,0.000439334385337,-3.32268154845,PAPOLA
PIK3C3,-3.52503333333,0.111964312108,-3.35202605023,PIK3C3
PPP1R2,-2.3879,0.0383697830689,-3.38129184585,PPP1R2
PRDX2,-2.57123,0.0472037532419,-3.40951132312,PRDX2
IL2RB,-1.52310333333,0.00552780681875,-3.43832526792,IL2RB
PIKFYVE,-1.2024,0.00120586231787,-3.5094476166,PIKFYVE
COX7B,-2.03475333333,0.0185317479436,-3.52436291007,COX7B
CDK1,-1.52469333333,0.00483602318961,-3.53044513833,CDK1
NDUFB6,-1.03388666667,0.000347588392724,-3.57614650307,NDUFB6
NDUFA6,-1.01748666667,0.000301492858754,-3.58228867923,NDUFA6
NDUFC2,-1.5448,0.0036822410809,-3.75986984425,NDUFC2
ABCE1,-2.48097333333,0.0282114813304,-3.84445204315,ABCE1
NDUFA11,-1.11117,0.000339473848703,-3.85486393683,NDUFA11
UQCRC1_P1,-1.60783333333,0.0039832734214,-3.85841392956,UQCRC1
IKBKAP,-1.67277333333,0.00474386544679,-3.88730381443,IKBKAP
PRKRIR,-1.76846666667,0.00630768402297,-3.89085669173,PRKRIR
TUBA1B,-2.2696,0.0192511148599,-3.89359892296,TUBA1B
ARPC2_P1,-2.4159,0.0240669850551,-3.91032334328,ARPC2
SDF2,-1.9448,0.00961504292657,-3.92275645277,SDF2
TEX14,-4.52283333333,0.12658699926,-4.05974447603,TEX14
RABGGTB,-2.85943333333,0.035038117496,-4.16178865288,RABGGTB
PPP1CA_P1,-1.72536666667,0.00375549490293,-4.18458840858,PPP1CA
PPP2R1A_P1,-2.01483333333,0.00832111350265,-4.19048774995,PPP2R1A
ASNA1,-1.97083333333,0.00745533461,-4.19301267783,ASNA1
TUBB_P1,-2.32363333333,0.0154049466933,-4.21121317098,TUBB
TLK2,-1.82456666667,0.00439091928153,-4.30131473802,TLK2
KAT5,-1.7706,0.0036822410809,-4.30944170522,KAT5
NDUFB9,-1.1796,0.000204999657572,-4.35065600122,NDUFB9
CHEK1,-2.22586666667,0.0108913088448,-4.36919803373,CHEK1
ATP5A1_P1,-2.19326666667,0.0101447193619,-4.3728472672,ATP5A1
DUSP12,-2.29246666667,0.0121028322093,-4.39491762036,DUSP12
FARS2,-1.5937,0.00162671002322,-4.44433502566,FARS2
NHP2L1,-2.03903333333,0.00630768402297,-4.48613855109,NHP2L1
MUT,-1.32343333333,0.000400212529921,-4.49664176911,MUT
NDUFB1,-2.23483333333,0.00961504292657,-4.50776783175,NDUFB1
EARS2,-1.86842666667,0.00375549490293,-4.53155652226,EARS2
LARS2,-2.5862,0.0164836808121,-4.6110544375,LARS2
PPP2R2A,-1.89443333333,0.00361028870923,-4.6270739771,PPP2R2A
PPP1R12A,-2.15503333333,0.00642683491056,-4.72383922121,PPP1R12A
CDC25A,-1.71823333333,0.00176970078549,-4.72875022531,CDC25A
NDUFS8,-1.36946666667,0.000316180931289,-4.79322142523,NDUFS8
MAPKAP1_P1,-1.98813333333,0.00353961735858,-4.87300164912,MAPKAP1
ARPC4,-2.05673333333,0.00414201979657,-4.90075915571,ARPC4
PLOD3,-2.08382333333,0.0039832734214,-5.00067563559,PLOD3
PPP6C,-1.67487,0.000991094649215,-5.03111664979,PPP6C
CMPK1,-2.04136666667,0.00326934287138,-5.07389754629,CMPK1
SKP1,-2.99746666667,0.0197993587426,-5.10573147556,SKP1
SLC25A10,-2.48473333333,0.00847384891771,-5.14816690746,SLC25A10
RXRB,-1.56437666667,0.000504758567785,-5.15761893261,RXRB
PSPH_P2,-2.11557333333,0.00340203733533,-5.22178699174,PSPH
NDUFAB1,-2.33751,0.00563360950855,-5.25755848565,NDUFAB1
COX7C,-1.8089,0.00120586231787,-5.27964054696,COX7C
CIT,-1.87723333333,0.00152653092414,-5.28684171183,CIT
HSD17B7_P2,-1.64266666667,0.000528512268285,-5.38292820012,HSD17B7
ACTR2,-2.31513333333,0.00447685075744,-5.43831159584,ACTR2
NDUFA9_ENST00000266544.5,-1.57417,0.000331536804132,-5.47727454022,NDUFA9
PIK3CA,-1.87826666667,0.0011547202746,-5.51745192559,PIK3CA
TRAPPC3,-1.7161,0.000592530491473,-5.53835116096,TRAPPC3
BGLAP,-1.82103333333,0.000907512929701,-5.53985141728,BGLAP
PIK3R4,-2.1375,0.0024648459573,-5.57504933916,PIK3R4
AKT1,-1.92519,0.00125908972291,-5.58294188197,AKT1
PLK4,-3.32176666667,0.0199757584254,-5.64533156363,PLK4
CDK12,-2.29253,0.00314137998005,-5.7379264051,CDK12
PPME1,-1.57543333333,0.000204999657572,-5.81058705171,PPME1
NDUFA8,-1.56833333333,0.000190500324001,-5.83436354791,NDUFA8
PI4KA,-2.3827,0.00347020686657,-5.86059527229,PI4KA
NDUFB4,-1.62153333333,0.000231491584421,-5.89502734332,NDUFB4
NEDD8-MDP1,-1.81356666667,0.000504758567785,-5.97917750555,NEDD8-MDP1
PPM1G_P1,-2.75568333333,0.00650962081847,-6.02514813906,PPM1G
ATP5C1,-1.86306333333,0.000566102672947,-6.04956188216,ATP5C1
CLPB,-2.56506666667,0.00406194276469,-6.13375722169,CLPB
UQCRQ,-1.65983333333,0.000190500324001,-6.17475308965,UQCRQ
UBA1_P1,-1.7675,0.000294390802422,-6.24117641053,UBA1
KAT2A,-1.7555,0.000190500324001,-6.5306430659,KAT2A
METAP2,-2.49936666667,0.00236602489377,-6.5632886047,METAP2
PKMYT1,-2.76486666667,0.00375549490293,-6.70572187822,PKMYT1
PI4KB,-1.9169,0.000294390802422,-6.76871912947,PI4KB
PNKP,-1.93798333333,0.000308755124673,-6.80306922303,PNKP
NDUFA1,-2.00783333333,0.000400212529921,-6.82203402671,NDUFA1
NSDHL,-2.4537,0.00162671002322,-6.84260830299,NSDHL
ATP6V1A,-2.35203333333,0.0011547202746,-6.90915250446,ATP6V1A
SPTLC1,-1.98876666667,0.000331536804132,-6.91985047979,SPTLC1
GSR,-2.40143333333,0.0010583977389,-7.1451073018,GSR
PRKAR1B_P2,-1.98206666667,0.000225948855261,-7.22659495785,PRKAR1B
GAK,-2.02148,0.000254963938352,-7.26423131839,GAK
SACM1L,-2.13986666667,0.000308755124673,-7.51175761473,SACM1L
PRDX5,-2.0678,0.000210058812782,-7.60466347334,PRDX5
SPTLC2,-2.05196666667,0.000190500324001,-7.63352998184,SPTLC2
DPH5,-2.2531,0.000390953863209,-7.67828201575,DPH5
RPS6KB1,-2.1315,0.000210058812782,-7.83893035759,RPS6KB1
DHPS,-2.91553333333,0.0020059549713,-7.86517252245,DHPS
PTPLB,-2.14773333333,0.000181375657365,-8.03557459686,PTPLB
SOD1,-2.5738,0.000742769166129,-8.05379631715,SOD1
VRK1,-2.3116,0.000280654300152,-8.21040629639,VRK1
LAMTOR3,-3.2283,0.00213463476145,-8.62174469503,LAMTOR3
LSM6,-2.81303333333,0.000849166854712,-8.63884496189,LSM6
PPP2CA,-3.04886666667,0.00137210941914,-8.72772003301,PPP2CA
ARPC3_P1,-2.42706666667,0.000231491584421,-8.8235154159,ARPC3
DUT,-3.4135,0.00256743041898,-8.84267624753,DUT
PARS2,-3.20303333333,0.00159266372622,-8.96168980584,PARS2
PIP4K2C,-3.74996666667,0.00375549490293,-9.09491724227,PIP4K2C
NARS2,-2.41536666667,0.000160329166516,-9.16628622371,NARS2
GAPDH_P1,-2.42153333333,0.000138106633316,-9.34659915474,GAPDH
CDK7,-3.27623333333,0.000969555868538,-9.87269051111,CDK7
ATP6V1C1,-2.62133333333,0.00015257242139,-10.0043814771,ATP6V1C1
YARS2,-3.3545,0.000969555868538,-10.1085414102,YARS2
LSS,-2.64356666667,0.000145169944909,-10.1463347867,LSS
ACACA,-3.15738,0.000553304346394,-10.2837000675,ACACA
GFER,-2.987,0.000355884089618,-10.3012412937,GFER
TRAPPC1,-3.3584,0.000849166854712,-10.3136697942,TRAPPC1
ATP6V1B2,-2.87023333333,0.000204999657572,-10.5861290917,ATP6V1B2
PPP1R8,-2.80923333333,0.000160329166516,-10.6610052867,PPP1R8
UQCRB,-2.772,0.000134697606605,-10.7294144155,UQCRB
EFTUD1,-2.9268,0.000156405542724,-11.1386628378,EFTUD1
PTPMT1,-2.985,0.000181375657365,-11.1681416866,PTPMT1
CAMLG,-3.00336666667,0.000190500324001,-11.1728371951,CAMLG
DCPS,-3.02126666667,0.000164345276571,-11.4332065499,DCPS
DARS2,-3.09556666667,0.000156405102691,-11.7809500007,DARS2
NME6,-3.7253,0.00067886338863,-11.8025610713,NME6
SQLE,-3.16133333333,0.000181375657365,-11.827878923,SQLE
PPA1,-3.55065,0.000439333307948,-11.9202630207,PPA1
PTDSS1,-3.3657,0.000248895114021,-12.1299276995,PTDSS1
IL5_P2,-3.25216666667,0.000164345276571,-12.3069882063,IL5
PGGT1B,-3.35813333333,0.00018588536759,-12.528372037,PGGT1B
WARS2,-3.37126666667,0.000134697220583,-13.0489642147,WARS2
HSD17B10,-3.49763333333,0.00014516953269,-13.4243522628,HSD17B10
SEPSECS,-3.48043333333,0.000138106238736,-13.4337302986,SEPSECS
FECH,-3.9474,0.000347588392724,-13.6537989717,FECH
OAZ3_P2,-3.72156666667,0.000195222268799,-13.8050423009,OAZ3
PGK1,-3.8013,0.000134697606605,-14.7134642921,PGK1
AARS2,-4.40076666667,0.0001813751565,-16.4651261029,AARS2
TARS2,-4.84083333333,0.0001813751565,-18.111601299,TARS2
SSB,-5.4415,0.000164343438511,-20.5919834822,SSB
