sgRNA	Gene	t0	iPSC_t10_1	iPSC_t10_2
CDA_+_20916096.23-P1P2_h1_Top5	CDA	3242.0	8335.0	8266.0
CDA_-_20915533.23-P1P2_h1_Top5	CDA	2010.0	4972.0	4531.0
CDA_-_20915957.23-P1P2_h1_Top5	CDA	672.0	2009.0	1723.0
CDC14A_+_100818072.23-P1P2_h1_Top5	CDC14A	2422.0	6777.0	7058.0
CDC14A_+_100818076.23-P1P2_h1_Top5	CDC14A	2825.0	6261.0	6393.0
CDC14A_+_100818093.23-P1P2_h1_Top5	CDC14A	2889.0	9120.0	7367.0
CDC14A_+_100818104.23-P1P2_h1_Top5	CDC14A	1886.0	4162.0	4054.0
CDC14A_-_100818042.23-P1P2_h1_Top5	CDC14A	2339.0	6493.0	6373.0
CDC14B_-_99381314.23-P1P2_h1_Top5	CDC14B	739.0	1821.0	1511.0
CDC14B_-_99381352.23-P1P2_h1_Top5	CDC14B	976.0	976.0	1320.0
CDC14B_-_99381431.23-P1P2_h1_Top5	CDC14B	3368.0	8835.0	9748.0
CDC14B_-_99382080.23-P1P2_h1_Top5	CDC14B	1318.0	3404.0	3103.0
CDC14B_-_99382112.23-P1P2_h1_Top5	CDC14B	59.0	140.0	347.0
CDC25A_+_48229063.23-P1P2_h1_Top5	CDC25A	1336.0	1907.0	1512.0
CDC25A_+_48229841.23-P1P2_h1_Top5	CDC25A	600.0	479.0	597.0
CDC25A_+_48229851.23-P1P2_h1_Top5	CDC25A	518.0	268.0	298.0
CDC25A_-_48229649.23-P1P2_h1_Top5	CDC25A	945.0	471.0	837.0
CDC25A_-_48229900.23-P1P2_h1_Top5	CDC25A	1062.0	2578.0	3383.0
CDC25B_+_3776964.23-P1P2_h1_Top5	CDC25B	1745.0	3942.0	3546.0
CDC25B_+_3777015.23-P1P2_h1_Top5	CDC25B	611.0	400.0	385.0
CDC25B_-_3776960.23-P1P2_h1_Top5	CDC25B	1243.0	3000.0	3085.0
CDC25B_-_3776969.23-P1P2_h1_Top5	CDC25B	1210.0	2367.0	2523.0
CDC25B_-_3777393.23-P1P2_h1_Top5	CDC25B	1339.0	1835.0	2443.0
CDC25C_+_137667466.23-P1P2_h1_Top5	CDC25C	2033.0	5045.0	5278.0
CDC25C_-_137667079.23-P1P2_h1_Top5	CDC25C	1233.0	1012.0	949.0
CDC25C_-_137667425.23-P1P2_h1_Top5	CDC25C	1416.0	5326.0	4632.0
CDC25C_-_137667439.23-P1P2_h1_Top5	CDC25C	974.0	2167.0	2251.0
CDC25C_-_137667477.23-P1P2_h1_Top5	CDC25C	1452.0	3264.0	3786.0
CDC42BPA_+_227505740.23-P1P2_h1_Top5	CDC42BPA	1321.0	2351.0	2007.0
CDC42BPA_+_227506098.23-P1P2_h1_Top5	CDC42BPA	1377.0	3916.0	3703.0
CDC42BPA_+_227506138.23-P1P2_h1_Top5	CDC42BPA	504.0	1238.0	1143.0
CDC42BPA_+_227506150.23-P1P2_h1_Top5	CDC42BPA	2403.0	5348.0	5120.0
CDC42BPA_-_227506038.23-P1P2_h1_Top5	CDC42BPA	1317.0	2032.0	2438.0
CDC42BPB_+_103523492.23-P1P2_h1_Top5	CDC42BPB	943.0	2102.0	2655.0
CDC42BPB_+_103523823.23-P1P2_h1_Top5	CDC42BPB	858.0	2093.0	1920.0
CDC42BPB_+_103523826.23-P1P2_h1_Top5	CDC42BPB	412.0	1347.0	1307.0
CDC42BPB_-_103523702.23-P1P2_h1_Top5	CDC42BPB	1681.0	3347.0	4355.0
CDC42BPB_-_103523842.23-P1P2_h1_Top5	CDC42BPB	405.0	608.0	884.0
CDC42BPG_+_64612032.23-P1P2_h1_Top5	CDC42BPG	2515.0	6307.0	7112.0
CDC42BPG_+_64612114.23-P1P2_h1_Top5	CDC42BPG	2335.0	5731.0	5789.0
CDC42BPG_+_64612119.23-P1P2_h1_Top5	CDC42BPG	1252.0	3193.0	3219.0
CDC42BPG_-_64611754.23-P1P2_h1_Top5	CDC42BPG	1688.0	4369.0	3835.0
CDC42BPG_-_64612078.23-P1P2_h1_Top5	CDC42BPG	2054.0	4782.0	4647.0
CDC42SE2_+_130599905.23-P1P2_h1_Top5	CDC42SE2	370.0	725.0	619.0
CDC42SE2_+_130600194.23-P1P2_h1_Top5	CDC42SE2	1038.0	1764.0	1825.0
CDC42SE2_-_130600145.23-P1P2_h1_Top5	CDC42SE2	2102.0	4971.0	4831.0
CDC42SE2_-_130600179.23-P1P2_h1_Top5	CDC42SE2	1114.0	2973.0	3757.0
CDC42SE2_-_130600227.23-P1P2_h1_Top5	CDC42SE2	1624.0	3518.0	4350.0
CDC7_+_91966479.23-P1P2_h1_Top5	CDC7	517.0	665.0	491.0
CDC7_+_91966603.23-P1P2_h1_Top5	CDC7	163.0	80.0	80.0
CDC7_+_91966764.23-P1P2_h1_Top5	CDC7	522.0	151.0	184.0
CDC7_-_91966438.23-P1P2_h1_Top5	CDC7	595.0	789.0	1149.0
CDC7_-_91966696.23-P1P2_h1_Top5	CDC7	351.0	1205.0	525.0
CDH5_+_66400649.23-P1P2_h1_Top5	CDH5	1375.0	3255.0	3055.0
CDH5_+_66400984.23-P1P2_h1_Top5	CDH5	802.0	2289.0	1878.0
CDH5_-_66400630.23-P1P2_h1_Top5	CDH5	2339.0	5523.0	5392.0
CDH5_-_66400656.23-P1P2_h1_Top5	CDH5	3046.0	6090.0	7206.0
CDH5_-_66400791.23-P1P2_h1_Top5	CDH5	2144.0	5499.0	5091.0
CDK10_+_89753127.23-P1P2_h1_Top5	CDK10	1581.0	5335.0	5875.0
CDK10_-_89753103.23-P1P2_h1_Top5	CDK10	1269.0	2434.0	3222.0
CDK10_-_89753124.23-P1P2_h1_Top5	CDK10	3102.0	10613.0	11381.0
CDK10_-_89753136.23-P1P2_h1_Top5	CDK10	3738.0	17098.0	15832.0
CDK10_-_89753493.23-P1P2_h1_Top5	CDK10	284.0	0.0	20.0
CDK11A_+_1655695.23-P1P2_h1_Top5	CDK11A	1777.0	5148.0	5521.0
CDK11A_+_1655742.23-P1P2_h1_Top5	CDK11A	2029.0	5624.0	6535.0
CDK11A_+_1655752.23-P1P2_h1_Top5	CDK11A	880.0	2042.0	2501.0
CDK11A_+_1655770.23-P1P2_h1_Top5	CDK11A	956.0	2624.0	2665.0
CDK11A_-_1655704.23-P1P2_h1_Top5	CDK11A	1554.0	4065.0	3717.0
CDK11B_+_1588334.23-ENST00000341832.6_h1_Top5	CDK11B_ENST00000341832.6	3182.0	8319.0	7488.0
CDK11B_+_1588352.23-ENST00000341832.6_h1_Top5	CDK11B_ENST00000341832.6	4108.0	8764.0	7742.0
CDK11B_+_1588642.23-ENST00000341832.6_h1_Top5	CDK11B_ENST00000341832.6	7764.0	20525.0	19798.0
CDK11B_+_1588798.23-ENST00000317673.7,ENST00000340677.5,ENST00000407249.3_h1_Top5	CDK11B_ENST00000317673.7,ENST00000340677.5,ENST00000407249.3	1109.0	3447.0	3717.0
CDK11B_+_1588853.23-ENST00000317673.7,ENST00000340677.5,ENST00000407249.3_h1_Top5	CDK11B_ENST00000317673.7,ENST00000340677.5,ENST00000407249.3	2699.0	5159.0	5687.0
CDK11B_+_1588866.23-ENST00000317673.7,ENST00000340677.5,ENST00000407249.3_h1_Top5	CDK11B_ENST00000317673.7,ENST00000340677.5,ENST00000407249.3	998.0	2091.0	2707.0
CDK11B_-_1588329.23-ENST00000341832.6_h1_Top5	CDK11B_ENST00000341832.6	2556.0	6234.0	7596.0
CDK11B_-_1588699.23-ENST00000317673.7,ENST00000340677.5,ENST00000407249.3_h1_Top5	CDK11B_ENST00000317673.7,ENST00000340677.5,ENST00000407249.3	29422.0	90186.0	90583.0
CDK11B_-_1588699.23-ENST00000341832.6_h1_Top5	CDK11B_ENST00000341832.6	29422.0	90186.0	90583.0
CDK11B_-_1588818.23-ENST00000317673.7,ENST00000340677.5,ENST00000407249.3_h1_Top5	CDK11B_ENST00000317673.7,ENST00000340677.5,ENST00000407249.3	2784.0	7663.0	6569.0
CDK12_+_37617979.23-P1P2_h1_Top5	CDK12	49.0	172.0	312.0
CDK12_+_37617986.23-P1P2_h1_Top5	CDK12	114.0	575.0	522.0
CDK12_+_37618135.23-P1P2_h1_Top5	CDK12	364.0	173.0	113.0
CDK12_-_37617819.23-P1P2_h1_Top5	CDK12	257.0	89.0	18.0
CDK12_-_37618045.23-P1P2_h1_Top5	CDK12	421.0	489.0	527.0
CDK13_-_39989713.23-P1P2_h1_Top5	CDK13	2257.0	6380.0	5587.0
CDK13_-_39989840.23-P1P2_h1_Top5	CDK13	2251.0	5026.0	5713.0
CDK13_-_39989849.23-P1P2_h1_Top5	CDK13	1392.0	4238.0	3490.0
CDK13_-_39989852.23-P1P2_h1_Top5	CDK13	1084.0	2677.0	2493.0
CDK13_-_39990121.23-P1P2_h1_Top5	CDK13	4055.0	10984.0	10991.0
CDK14_+_90225779.23-P1P2_h1_Top5	CDK14	1437.0	2898.0	2855.0
CDK14_+_90225794.23-P1P2_h1_Top5	CDK14	933.0	1823.0	2019.0
CDK14_+_90225797.23-P1P2_h1_Top5	CDK14	2145.0	4236.0	4627.0
CDK14_-_90226163.23-P1P2_h1_Top5	CDK14	1438.0	2960.0	2820.0
CDK14_-_90226184.23-P1P2_h1_Top5	CDK14	1858.0	2914.0	3760.0
CDK15_+_202671879.23-ENST00000374598.4_h1_Top5	CDK15_ENST00000374598.4	1739.0	4089.0	4367.0
CDK15_-_202671315.23-ENST00000374598.4_h1_Top5	CDK15_ENST00000374598.4	2338.0	5195.0	6068.0
CDK15_-_202671459.23-ENST00000374598.4_h1_Top5	CDK15_ENST00000374598.4	861.0	541.0	542.0
CDK15_-_202671495.23-ENST00000374598.4_h1_Top5	CDK15_ENST00000374598.4	1335.0	3213.0	3370.0
CDK15_-_202671498.23-ENST00000374598.4_h1_Top5	CDK15_ENST00000374598.4	946.0	2348.0	2065.0
CDK16_+_47078092.23-P1P2_h1_Top5	CDK16	1990.0	4357.0	4871.0
CDK16_+_47078142.23-P1P2_h1_Top5	CDK16	1255.0	3792.0	2827.0
CDK16_+_47078157.23-P1P2_h1_Top5	CDK16	3236.0	6148.0	6253.0
CDK16_+_47078188.23-P1P2_h1_Top5	CDK16	1604.0	3975.0	3423.0
CDK16_+_47078205.23-P1P2_h1_Top5	CDK16	2125.0	5127.0	4248.0
CDK17_-_96793729.23-P1P2_h1_Top5	CDK17	1928.0	5648.0	5155.0
CDK17_-_96793807.23-P1P2_h1_Top5	CDK17	648.0	1675.0	1497.0
CDK17_-_96793860.23-P1P2_h1_Top5	CDK17	1129.0	3740.0	3095.0
CDK17_-_96793869.23-P1P2_h1_Top5	CDK17	1903.0	5127.0	5229.0
CDK17_-_96794161.23-P1P2_h1_Top5	CDK17	1991.0	5613.0	6600.0
CDK18_+_205473806.23-P1P2_h1_Top5	CDK18	1154.0	1646.0	2000.0
CDK18_+_205473874.23-P1P2_h1_Top5	CDK18	1610.0	3685.0	3602.0
CDK18_+_205474222.23-P1P2_h1_Top5	CDK18	1429.0	2957.0	3942.0
CDK18_+_205474225.23-P1P2_h1_Top5	CDK18	1286.0	2626.0	2883.0
CDK18_-_205474006.23-P1P2_h1_Top5	CDK18	848.0	2106.0	2411.0
CDK19_+_111136210.23-P1P2_h1_Top5	CDK19	1492.0	4069.0	3332.0
CDK19_+_111136227.23-P1P2_h1_Top5	CDK19	2058.0	5981.0	5258.0
CDK19_+_111136250.23-P1P2_h1_Top5	CDK19	4518.0	10354.0	9795.0
CDK19_+_111136611.23-P1P2_h1_Top5	CDK19	809.0	1838.0	1796.0
CDK19_-_111136247.23-P1P2_h1_Top5	CDK19	1023.0	2618.0	1848.0
CDK1_+_62538309.23-P1P2_h1_Top5	CDK1	239.0	249.0	367.0
CDK1_+_62538726.23-P1P2_h1_Top5	CDK1	955.0	1060.0	1023.0
CDK1_-_62538284.23-P1P2_h1_Top5	CDK1	46.0	168.0	205.0
CDK1_-_62538382.23-P1P2_h1_Top5	CDK1	189.0	17.0	130.0
CDK1_-_62538605.23-P1P2_h1_Top5	CDK1	664.0	661.0	920.0
CDK20_+_90589064.23-P1P2_h1_Top5	CDK20	843.0	164.0	223.0
CDK20_+_90589392.23-P1P2_h1_Top5	CDK20	2705.0	6290.0	6980.0
CDK20_+_90589421.23-P1P2_h1_Top5	CDK20	1073.0	2418.0	2543.0
CDK20_+_90589424.23-P1P2_h1_Top5	CDK20	959.0	2684.0	2478.0
CDK20_-_90589076.23-P1P2_h1_Top5	CDK20	1245.0	1121.0	952.0
CDK2_+_56360661.23-P1P2_h1_Top5	CDK2	813.0	1512.0	1441.0
CDK2_-_56360602.23-P1P2_h1_Top5	CDK2	1528.0	2719.0	2347.0
CDK2_-_56360605.23-P1P2_h1_Top5	CDK2	937.0	1900.0	1613.0
CDK2_-_56360608.23-P1P2_h1_Top5	CDK2	1005.0	1757.0	2041.0
CDK2_-_56361096.23-P1P2_h1_Top5	CDK2	2494.0	3167.0	3963.0
CDK3_+_73975301.23-P1P2_h1_Top5	CDK3	1181.0	840.0	996.0
CDK3_+_73975344.23-P1P2_h1_Top5	CDK3	2501.0	4374.0	4955.0
CDK3_+_73975365.23-P1P2_h1_Top5	CDK3	2183.0	4776.0	4492.0
CDK3_-_73975343.23-P1P2_h1_Top5	CDK3	3090.0	7498.0	7580.0
CDK3_-_73975358.23-P1P2_h1_Top5	CDK3	1709.0	3337.0	3929.0
CDK4_+_58146066.23-P1P2_h1_Top5	CDK4	1123.0	1911.0	2214.0
CDK4_+_58146071.23-P1P2_h1_Top5	CDK4	2083.0	4269.0	4454.0
CDK4_-_58146046.23-P1P2_h1_Top5	CDK4	828.0	1492.0	1693.0
CDK4_-_58146064.23-P1P2_h1_Top5	CDK4	1434.0	2669.0	3406.0
CDK4_-_58146099.23-P1P2_h1_Top5	CDK4	1338.0	2760.0	2701.0
CDK5R1_+_30813615.23-P1P2_h1_Top5	CDK5R1	1441.0	3384.0	3373.0
CDK5R1_-_30813603.23-P1P2_h1_Top5	CDK5R1	1844.0	5082.0	5653.0
CDK5R1_-_30813611.23-P1P2_h1_Top5	CDK5R1	2158.0	5101.0	5023.0
CDK5R1_-_30813629.23-P1P2_h1_Top5	CDK5R1	1084.0	2860.0	2329.0
CDK5R1_-_30813632.23-P1P2_h1_Top5	CDK5R1	1581.0	3215.0	3789.0
CDK5R2_+_219824399.23-P1P2_h1_Top5	CDK5R2	1548.0	4018.0	4031.0
CDK5R2_+_219824820.23-P1P2_h1_Top5	CDK5R2	2653.0	4663.0	5833.0
CDK5R2_-_219824623.23-P1P2_h1_Top5	CDK5R2	1079.0	3468.0	3390.0
CDK5R2_-_219824813.23-P1P2_h1_Top5	CDK5R2	1301.0	2912.0	3242.0
CDK5R2_-_219824882.23-P1P2_h1_Top5	CDK5R2	3249.0	6619.0	6522.0
CDK5_+_150754783.23-P1P2_h1_Top5	CDK5	1925.0	3347.0	3179.0
CDK5_+_150754952.23-P1P2_h1_Top5	CDK5	1441.0	4830.0	4713.0
CDK5_+_150754962.23-P1P2_h1_Top5	CDK5	1619.0	3847.0	4219.0
CDK5_-_150754512.23-P1P2_h1_Top5	CDK5	3234.0	7721.0	7928.0
CDK5_-_150754596.23-P1P2_h1_Top5	CDK5	2432.0	4772.0	5661.0
CDK6_+_92463061.23-P2_h1_Top5	CDK6_P2	1677.0	1466.0	1808.0
CDK6_+_92463239.23-P2_h1_Top5	CDK6_P2	2897.0	6438.0	7291.0
CDK6_+_92465848.23-P1_h1_Top5	CDK6_P1	1196.0	2651.0	2595.0
CDK6_+_92465903.23-P1_h1_Top5	CDK6_P1	1146.0	2529.0	2765.0
CDK6_-_92463228.23-P2_h1_Top5	CDK6_P2	2877.0	6823.0	6645.0
CDK6_-_92463237.23-P2_h1_Top5	CDK6_P2	2467.0	5491.0	4912.0
CDK6_-_92463259.23-P2_h1_Top5	CDK6_P2	101.0	113.0	72.0
CDK6_-_92465826.23-P1_h1_Top5	CDK6_P1	1371.0	2931.0	2722.0
CDK6_-_92465843.23-P1_h1_Top5	CDK6_P1	3593.0	8487.0	7814.0
CDK6_-_92465893.23-P1_h1_Top5	CDK6_P1	2264.0	4192.0	5120.0
CDK7_+_68530767.23-P1P2_h1_Top5	CDK7	139.0	479.0	530.0
CDK7_+_68531106.23-P1P2_h1_Top5	CDK7	542.0	123.0	142.0
CDK7_-_68530696.23-P1P2_h1_Top5	CDK7	124.0	2.0	55.0
CDK7_-_68530717.23-P1P2_h1_Top5	CDK7	1350.0	499.0	506.0
CDK7_-_68530895.23-P1P2_h1_Top5	CDK7	410.0	63.0	53.0
CDK8_+_26828253.23-P1P2_h1_Top5	CDK8	1807.0	4764.0	4697.0
CDK8_+_26828274.23-P1P2_h1_Top5	CDK8	1370.0	2915.0	2869.0
CDK8_+_26828294.23-P1P2_h1_Top5	CDK8	758.0	1023.0	1273.0
CDK8_-_26828288.23-P1P2_h1_Top5	CDK8	1559.0	3347.0	2824.0
CDK8_-_26828453.23-P1P2_h1_Top5	CDK8	1774.0	4933.0	4991.0
CDK9_+_130548739.23-P1P2_h1_Top5	CDK9	1761.0	8136.0	6666.0
CDK9_+_130548853.23-P1P2_h1_Top5	CDK9	2961.0	7630.0	6743.0
CDK9_-_130547862.23-P1P2_h1_Top5	CDK9	2586.0	6385.0	5490.0
CDK9_-_130548401.23-P1P2_h1_Top5	CDK9	490.0	408.0	484.0
CDK9_-_130548749.23-P1P2_h1_Top5	CDK9	788.0	2001.0	1720.0
CDKL1_+_50863545.23-P1P2_h1_Top5	CDKL1	3033.0	7460.0	7097.0
CDKL1_+_50863573.23-P1P2_h1_Top5	CDKL1	1509.0	3595.0	3665.0
CDKL1_+_50863588.23-P1P2_h1_Top5	CDKL1	987.0	1432.0	1210.0
CDKL1_-_50863559.23-P1P2_h1_Top5	CDKL1	2165.0	3366.0	4246.0
CDKL1_-_50863564.23-P1P2_h1_Top5	CDKL1	414.0	1176.0	1416.0
CDKL2_+_76555613.23-P1P2_h1_Top5	CDKL2	330.0	390.0	448.0
CDKL2_+_76555663.23-P1P2_h1_Top5	CDKL2	631.0	1480.0	1820.0
CDKL2_+_76555675.23-P1P2_h1_Top5	CDKL2	4238.0	10841.0	9261.0
CDKL2_-_76555646.23-P1P2_h1_Top5	CDKL2	942.0	3241.0	3410.0
CDKL2_-_76555682.23-P1P2_h1_Top5	CDKL2	2104.0	4659.0	5293.0
CDKL3_+_133702210.23-P2_h1_Top5	CDKL3_P2	2441.0	6207.0	7152.0
CDKL3_+_133702827.23-P2_h1_Top5	CDKL3_P2	1403.0	3162.0	3910.0
CDKL3_+_133702841.23-P2_h1_Top5	CDKL3_P2	2460.0	6649.0	6306.0
CDKL3_+_133706658.23-P1_h1_Top5	CDKL3_P1	2176.0	5328.0	4589.0
CDKL3_+_133706664.23-P1_h1_Top5	CDKL3_P1	1360.0	3984.0	3329.0
CDKL3_-_133702224.23-P2_h1_Top5	CDKL3_P2	2685.0	6870.0	6527.0
CDKL3_-_133702889.23-P2_h1_Top5	CDKL3_P2	2176.0	5887.0	5030.0
CDKL3_-_133706263.23-P1_h1_Top5	CDKL3_P1	3521.0	8677.0	7994.0
CDKL3_-_133706274.23-P1_h1_Top5	CDKL3_P1	599.0	1339.0	1738.0
CDKL3_-_133706536.23-P1_h1_Top5	CDKL3_P1	858.0	1873.0	1970.0
CDKL4_+_39456624.23-ENST00000378803.1,ENST00000395035.3_h1_Top5	CDKL4_ENST00000378803.1,ENST00000395035.3	1349.0	2865.0	3112.0
CDKL4_+_39456634.23-ENST00000378803.1,ENST00000395035.3_h1_Top5	CDKL4_ENST00000378803.1,ENST00000395035.3	2292.0	5998.0	6562.0
CDKL4_-_39456218.23-ENST00000378803.1,ENST00000395035.3_h1_Top5	CDKL4_ENST00000378803.1,ENST00000395035.3	6061.0	14445.0	13970.0
CDKL4_-_39456253.23-ENST00000378803.1,ENST00000395035.3_h1_Top5	CDKL4_ENST00000378803.1,ENST00000395035.3	2283.0	4256.0	5166.0
CDKL4_-_39456599.23-ENST00000378803.1,ENST00000395035.3_h1_Top5	CDKL4_ENST00000378803.1,ENST00000395035.3	1225.0	2877.0	3440.0
CDKL5_+_18443738.23-P1P2_h1_Top5	CDKL5	2533.0	6074.0	6233.0
CDKL5_+_18443786.23-P1P2_h1_Top5	CDKL5	1822.0	4268.0	5322.0
CDKL5_+_18444159.23-P1P2_h1_Top5	CDKL5	1738.0	3959.0	4052.0
CDKL5_-_18443804.23-P1P2_h1_Top5	CDKL5	2242.0	4950.0	5947.0
CDKL5_-_18444186.23-P1P2_h1_Top5	CDKL5	708.0	1466.0	1433.0
CDKN1A_+_36646518.23-P1P2_h1_Top5	CDKN1A	1699.0	4884.0	4361.0
CDKN1A_+_36646528.23-P1P2_h1_Top5	CDKN1A	209.0	580.0	422.0
CDKN1A_-_36646538.23-P1P2_h1_Top5	CDKN1A	1147.0	2395.0	3051.0
CDKN1A_-_36646575.23-P1P2_h1_Top5	CDKN1A	2082.0	4456.0	4218.0
CDKN1A_-_36646586.23-P1P2_h1_Top5	CDKN1A	685.0	1559.0	1603.0
CDKN1B_+_12870313.23-P1P2_h1_Top5	CDKN1B	716.0	1754.0	2115.0
CDKN1B_+_12870316.23-P1P2_h1_Top5	CDKN1B	1314.0	3161.0	3554.0
CDKN1B_+_12870802.23-P1P2_h1_Top5	CDKN1B	2512.0	6331.0	7012.0
CDKN1B_-_12870352.23-P1P2_h1_Top5	CDKN1B	2826.0	7131.0	6886.0
CDKN1B_-_12870766.23-P1P2_h1_Top5	CDKN1B	1991.0	3645.0	4638.0
CDKN1C_+_2906927.23-P1P2_h1_Top5	CDKN1C	1874.0	4831.0	4668.0
CDKN1C_+_2906930.23-P1P2_h1_Top5	CDKN1C	3146.0	7121.0	6743.0
CDKN1C_+_2907024.23-P1P2_h1_Top5	CDKN1C	1676.0	4499.0	4073.0
CDKN1C_-_2906542.23-P1P2_h1_Top5	CDKN1C	1635.0	4336.0	3468.0
CDKN1C_-_2906877.23-P1P2_h1_Top5	CDKN1C	660.0	1214.0	1444.0
CDKN2A_+_21974424.23-P2_h1_Top5	CDKN2A_P2	1355.0	3919.0	3225.0
CDKN2A_+_21974625.23-P2_h1_Top5	CDKN2A_P2	1962.0	3325.0	4863.0
CDKN2A_+_21974671.23-P2_h1_Top5	CDKN2A_P2	1560.0	3426.0	3681.0
CDKN2A_+_21994035.23-P1_h1_Top5	CDKN2A_P1	1845.0	4439.0	3881.0
CDKN2A_+_21994326.23-P1_h1_Top5	CDKN2A_P1	1328.0	2817.0	3147.0
CDKN2A_+_21994362.23-P1_h1_Top5	CDKN2A_P1	1657.0	2936.0	3926.0
CDKN2A_+_21994383.23-P1_h1_Top5	CDKN2A_P1	2497.0	4935.0	5581.0
CDKN2A_-_21974525.23-P2_h1_Top5	CDKN2A_P2	846.0	591.0	604.0
CDKN2A_-_21974795.23-P2_h1_Top5	CDKN2A_P2	1931.0	3332.0	4333.0
CDKN2A_-_21994389.23-P1_h1_Top5	CDKN2A_P1	802.0	2638.0	2027.0
CDKN2B_+_22008827.23-P1P2_h1_Top5	CDKN2B	2371.0	5150.0	6107.0
CDKN2B_+_22008917.23-P1P2_h1_Top5	CDKN2B	4725.0	7025.0	6389.0
CDKN2B_+_22008932.23-P1P2_h1_Top5	CDKN2B	2093.0	3180.0	4026.0
CDKN2B_+_22009247.23-P1P2_h1_Top5	CDKN2B	1524.0	2032.0	2079.0
CDKN2B_+_22009282.23-P1P2_h1_Top5	CDKN2B	1330.0	2908.0	3667.0
CDKN2C_+_51434837.23-P2_h1_Top5	CDKN2C_P2	3124.0	7269.0	7217.0
CDKN2C_+_51434858.23-P2_h1_Top5	CDKN2C_P2	1546.0	3222.0	3568.0
CDKN2C_+_51435928.23-P1_h1_Top5	CDKN2C_P1	584.0	879.0	1005.0
CDKN2C_+_51435933.23-P1_h1_Top5	CDKN2C_P1	3053.0	7585.0	7536.0
CDKN2C_+_51435947.23-P1_h1_Top5	CDKN2C_P1	789.0	2577.0	2139.0
CDKN2C_-_51434505.23-P2_h1_Top5	CDKN2C_P2	1908.0	4959.0	4963.0
CDKN2C_-_51434601.23-P2_h1_Top5	CDKN2C_P2	1632.0	3898.0	4358.0
CDKN2C_-_51434930.23-P2_h1_Top5	CDKN2C_P2	1713.0	3970.0	4053.0
CDKN2C_-_51435973.23-P1_h1_Top5	CDKN2C_P1	3212.0	6585.0	5112.0
CDKN2C_-_51435981.23-P1_h1_Top5	CDKN2C_P1	2153.0	4773.0	4727.0
CDKN2D_+_10679551.23-P1P2_h1_Top5	CDKN2D	509.0	1639.0	1668.0
CDKN2D_+_10679612.23-P1P2_h1_Top5	CDKN2D	1616.0	3181.0	3019.0
CDKN2D_+_10679629.23-P1P2_h1_Top5	CDKN2D	747.0	2374.0	2387.0
CDKN2D_+_10679673.23-P1P2_h1_Top5	CDKN2D	389.0	937.0	1232.0
CDKN2D_-_10679219.23-P1P2_h1_Top5	CDKN2D	1954.0	5647.0	5585.0
CDKN3_+_54863725.23-P1P2_h1_Top5	CDKN3	1771.0	4139.0	3886.0
CDKN3_+_54864161.23-P1P2_h1_Top5	CDKN3	1859.0	3953.0	4693.0
CDKN3_-_54863739.23-P1P2_h1_Top5	CDKN3	698.0	2425.0	2204.0
CDKN3_-_54863776.23-P1P2_h1_Top5	CDKN3	1396.0	2357.0	2475.0
CDKN3_-_54864170.23-P1P2_h1_Top5	CDKN3	2747.0	6368.0	6354.0
CDO1_+_115151952.23-P1P2_h1_Top5	CDO1	1756.0	3695.0	4220.0
CDO1_-_115151890.23-P1P2_h1_Top5	CDO1	885.0	2524.0	2191.0
CDO1_-_115151965.23-P1P2_h1_Top5	CDO1	1710.0	2656.0	2138.0
CDO1_-_115152304.23-P1P2_h1_Top5	CDO1	901.0	1726.0	1922.0
CDO1_-_115152311.23-P1P2_h1_Top5	CDO1	657.0	1408.0	1635.0
CEACAM1_+_43025120.23-P2_h1_Top5	CEACAM1_P2	1469.0	2451.0	3083.0
CEACAM1_+_43025380.23-P2_h1_Top5	CEACAM1_P2	653.0	1309.0	1381.0
CEACAM1_+_43025552.23-P2_h1_Top5	CEACAM1_P2	2832.0	6381.0	7463.0
CEACAM1_+_43032394.23-P1_h1_Top5	CEACAM1_P1	3665.0	7828.0	7585.0
CEACAM1_+_43032520.23-P1_h1_Top5	CEACAM1_P1	1733.0	3245.0	3770.0
CEACAM1_-_43025183.23-P2_h1_Top5	CEACAM1_P2	2763.0	7703.0	7912.0
CEACAM1_-_43025224.23-P2_h1_Top5	CEACAM1_P2	2506.0	7019.0	7061.0
CEACAM1_-_43032561.23-P1_h1_Top5	CEACAM1_P1	866.0	1825.0	1837.0
CEACAM1_-_43032571.23-P1_h1_Top5	CEACAM1_P1	948.0	712.0	1110.0
CEACAM1_-_43032594.23-P1_h1_Top5	CEACAM1_P1	1289.0	4010.0	3422.0
CEACAM5_+_42212565.23-P1P2_h1_Top5	CEACAM5	1332.0	3175.0	3991.0
CEACAM5_+_42212648.23-P1P2_h1_Top5	CEACAM5	2193.0	4824.0	4809.0
CEACAM5_+_42213012.23-P1P2_h1_Top5	CEACAM5	3600.0	7594.0	8497.0
CEACAM5_-_42212542.23-P1P2_h1_Top5	CEACAM5	1709.0	3564.0	4505.0
CEACAM5_-_42212807.23-P1P2_h1_Top5	CEACAM5	2176.0	4044.0	4764.0
CELA1_+_51740006.23-ENST00000293636.1_h1_Top5	CELA1_ENST00000293636.1	2435.0	5708.0	5366.0
CELA1_+_51740031.23-ENST00000293636.1_h1_Top5	CELA1_ENST00000293636.1	1913.0	4426.0	4662.0
CELA1_+_51740172.23-ENST00000293636.1_h1_Top5	CELA1_ENST00000293636.1	779.0	1039.0	1248.0
